##T[K]	p[bar]	E[V/mm]	v[mm/ms]	dL[mm^1/2]	dT[mm^1/2]
293.15	18	120	3253.65	0.0265957	0.0361564
293.15	18	130	3392.09	0.0252604	0.0358981
293.15	18	140	3529.24	0.0257546	0.0355686
293.15	18	150	3648.61	0.0252029	0.0346284
293.15	18	160	3756.04	0.024841	0.0354303
293.15	18	170	3855.82	0.0244602	0.0353273
293.15	18	180	3965.9	0.0240179	0.0350943
293.15	18	190	4073.9	0.0239508	0.0346965
293.15	18	200	4174.65	0.0237754	0.0351198
293.15	18	210	4271.1	0.0245791	0.035632
293.15	18	220	4366.45	0.0243967	0.0344795
293.15	18	230	4437.22	0.0233045	0.0342846
293.15	18	240	4538.45	0.0239627	0.0346578
293.15	18	250	4623.33	0.0233763	0.0346639
293.15	18	260	4703.77	0.023626	0.0350114
293.15	18	270	4787.53	0.0242522	0.0340641
293.15	18	280	4865.92	0.0227706	0.0340364
293.15	18	290	4950.59	0.0231441	0.0338649
293.15	18	300	5011.97	0.023025	0.0340293
293.15	18	310	5104.66	0.0232208	0.0340395
293.15	18	320	5185.15	0.0238001	0.0331731
293.15	18	330	5251.54	0.0228369	0.0339147
293.15	18	340	5330.17	0.0232346	0.034019
293.15	18	350	5404.48	0.023819	0.0342713
293.15	18	360	5473.5	0.0227217	0.033682
293.15	18	370	5551.34	0.0237019	0.0334221
293.15	18	380	5626.04	0.0232523	0.0332166
293.15	18	390	5688.23	0.0237602	0.0332029
293.15	18	400	5769.83	0.0233961	0.0331385
293.15	5	100	5472.99	0.0444397	0.0638728
293.15	5	110	5740.23	0.0455264	0.0622784
293.15	5	120	6011.28	0.0441992	0.063008
293.15	5	130	6248.96	0.0446122	0.0628522
293.15	5	140	6513.91	0.0448913	0.061695
293.15	5	150	6752.75	0.0441727	0.0612735
293.15	5	160	6968.58	0.0445105	0.0614579
293.15	5	170	7200.45	0.0434961	0.0607065
293.15	5	180	7418.97	0.0432782	0.0594908
293.15	5	190	7671.24	0.0429715	0.0590706
293.15	5	200	7885.09	0.0419743	0.0586736
293.15	5	210	8104.99	0.0432837	0.0595957
293.15	5	220	8326.48	0.0421471	0.0582344
293.15	5	230	8540	0.0410303	0.0578947
293.15	5	240	8767.8	0.0421444	0.0582362
293.15	5	250	8949.51	0.0426249	0.0576206
293.15	5	260	9170.54	0.0392979	0.0584107
293.15	5	270	9355.25	0.0410211	0.0567994
293.15	5	280	9555.84	0.0402044	0.0571469
293.15	5	290	9753.45	0.0393663	0.0552402
293.15	5	300	9966.78	0.0397041	0.0550897
293.15	5	310	10145.8	0.0399783	0.0565588
293.15	5	320	10339.8	0.0404508	0.0560716
293.15	5	330	10516.4	0.0411299	0.0562368
293.15	5	340	10705.4	0.0394209	0.0550048
293.15	5	350	10900	0.0408161	0.0549647
293.15	5	360	11073.6	0.0391654	0.0547138
293.15	5	370	11249.9	0.0393172	0.0543216
293.15	5	380	11453.7	0.0393555	0.0545515
293.15	5	390	11606.2	0.0385826	0.0529804
293.15	5	400	11785.5	0.0397921	0.0548499
293.15	13	100	3496.3	0.0294795	0.0420131
293.15	13	110	3667.8	0.029254	0.0411683
293.15	13	120	3819.69	0.0293611	0.0413829
293.15	13	130	3964.9	0.0285896	0.0403244
293.15	13	140	4118.32	0.0285665	0.0408682
293.15	13	150	4245.69	0.027882	0.0403387
293.15	13	160	4374.87	0.0284602	0.0405966
293.15	13	170	4480.77	0.028875	0.0404154
293.15	13	180	4613.57	0.0274634	0.0401066
293.15	13	190	4728.87	0.0272392	0.0397977
293.15	13	200	4844.27	0.0278291	0.0399405
293.15	13	210	4960.58	0.027558	0.0400473
293.15	13	220	5067.94	0.0272469	0.0399234
293.15	13	230	5168.25	0.026427	0.0395593
293.15	13	240	5285.63	0.0273578	0.0398006
293.15	13	250	5372.59	0.0275414	0.0397337
293.15	13	260	5481.35	0.0270554	0.03932
293.15	13	270	5582.76	0.0272947	0.0394487
293.15	13	280	5672.17	0.0269383	0.0392338
293.15	13	290	5773.96	0.0274191	0.0390101
293.15	13	300	5882.23	0.0269733	0.0387803
293.15	13	310	5980.77	0.026716	0.0390593
293.15	13	320	6069.2	0.0267112	0.0400743
293.15	13	330	6159.64	0.027031	0.0389147
293.15	13	340	6254.86	0.0268415	0.0386016
293.15	13	350	6369.88	0.0272092	0.037562
293.15	13	360	6455.6	0.0274532	0.0384932
293.15	13	370	6552.6	0.0280911	0.0383562
293.15	13	380	6637.55	0.0264354	0.0382534
293.15	13	390	6723.88	0.0275308	0.0382567
293.15	13	400	6837.07	0.0276884	0.038312
293.15	27	100	2362.92	0.0234704	0.0303522
293.15	27	110	2491.49	0.0236515	0.0316281
293.15	27	120	2618.64	0.0232892	0.0300973
293.15	27	130	2746.29	0.0228827	0.0298745
293.15	27	140	2862.63	0.0233361	0.0298209
293.15	27	150	2969.89	0.0217965	0.0295554
293.15	27	160	3065.14	0.0211093	0.0296428
293.15	27	170	3166.97	0.0214373	0.029454
293.15	27	180	3254.56	0.0213932	0.030101
293.15	27	190	3352.98	0.0210459	0.0290722
293.15	27	200	3440.07	0.0198555	0.0287595
293.15	27	210	3525.97	0.0205595	0.0285763
293.15	27	220	3596.81	0.020684	0.0286962
293.15	27	230	3683.16	0.0206358	0.0282381
293.15	27	240	3746.95	0.0202075	0.028507
293.15	27	250	3817.8	0.0196425	0.0289711
293.15	27	260	3901.35	0.0196566	0.0286825
293.15	27	270	3964.11	0.0198942	0.0283818
293.15	27	280	4031.19	0.0191924	0.0285578
293.15	27	290	4100.18	0.0197407	0.0280252
293.15	27	300	4169.11	0.019671	0.0283909
293.15	27	310	4222.75	0.0201859	0.0279134
293.15	27	320	4296.9	0.0198168	0.0280628
293.15	27	330	4356.39	0.0197505	0.0283705
293.15	27	340	4421.36	0.0200606	0.0283424
293.15	27	350	4475.77	0.0194242	0.028244
293.15	27	360	4533.6	0.0193768	0.0282613
293.15	27	370	4579.03	0.0192845	0.0283979
293.15	27	380	4644.61	0.0198014	0.0278504
293.15	27	390	4700.63	0.0197291	0.028195
293.15	27	400	4762.79	0.0191459	0.0273795
293.15	12	100	3634.6	0.0301922	0.0429198
293.15	12	110	3807.88	0.0308522	0.0428779
293.15	12	120	3960.52	0.030169	0.0428958
293.15	12	130	4124.64	0.0291895	0.0429984
293.15	12	140	4274.94	0.02944	0.0430262
293.15	12	150	4408.77	0.0283548	0.0423297
293.15	12	160	4533.16	0.0291951	0.0430419
293.15	12	170	4659.19	0.0284879	0.0418384
293.15	12	180	4783.62	0.0283627	0.0421269
293.15	12	190	4910.34	0.028477	0.0414216
293.15	12	200	5024.71	0.0278284	0.0418803
293.15	12	210	5153.54	0.0282878	0.0410017
293.15	12	220	5258.02	0.0292577	0.0409525
293.15	12	230	5370.68	0.027895	0.0416318
293.15	12	240	5485.42	0.0287333	0.0412747
293.15	12	250	5593.54	0.0282778	0.0410424
293.15	12	260	5690.78	0.0277911	0.0410716
293.15	12	270	5815.49	0.0283474	0.0405656
293.15	12	280	5906.89	0.0273588	0.0411889
293.15	12	290	6015.62	0.0285651	0.0405251
293.15	12	300	6122.75	0.0277353	0.0398531
293.15	12	310	6230.94	0.0277304	0.039908
293.15	12	320	6320.21	0.0284193	0.0397723
293.15	12	330	6424.9	0.0273671	0.0408944
293.15	12	340	6530.18	0.028245	0.0401534
293.15	12	350	6634.56	0.0285533	0.0401391
293.15	12	360	6745.99	0.0277882	0.0397341
293.15	12	370	6839	0.0292458	0.0387995
293.15	12	380	6936.79	0.0272942	0.0392824
293.15	12	390	7034.94	0.0291276	0.0386715
293.15	12	400	7134.56	0.0287788	0.0396741
293.15	14	100	3366.99	0.0282832	0.0404216
293.15	14	110	3535.95	0.0292639	0.0401
293.15	14	120	3686.52	0.0282996	0.0401514
293.15	14	130	3834.51	0.0272436	0.0395107
293.15	14	140	3975.43	0.0282067	0.0396446
293.15	14	150	4105.11	0.0276925	0.0394432
293.15	14	160	4224.82	0.027008	0.0385688
293.15	14	170	4339.45	0.0267331	0.0385184
293.15	14	180	4458.72	0.0271583	0.0394377
293.15	14	190	4577.2	0.0259117	0.0378085
293.15	14	200	4681.78	0.0264249	0.0384618
293.15	14	210	4799.07	0.0275866	0.0392041
293.15	14	220	4895	0.0270231	0.0384064
293.15	14	230	4994.03	0.0263057	0.0381761
293.15	14	240	5097.22	0.0268088	0.0388892
293.15	14	250	5189.91	0.0267938	0.0381392
293.15	14	260	5277.96	0.0262578	0.0385158
293.15	14	270	5394.98	0.0266583	0.0383841
293.15	14	280	5479.2	0.0263308	0.0380013
293.15	14	290	5572.08	0.0260724	0.0385907
293.15	14	300	5661.31	0.0260987	0.0372867
293.15	14	310	5757.05	0.0264119	0.0379896
293.15	14	320	5856.52	0.0261706	0.0374028
293.15	14	330	5941.67	0.0260099	0.0376101
293.15	14	340	6024.98	0.0261043	0.037973
293.15	14	350	6122.86	0.0265157	0.037604
293.15	14	360	6218.31	0.0254623	0.0373892
293.15	14	370	6304.19	0.0270189	0.0373095
293.15	14	380	6382.41	0.0257092	0.0372301
293.15	14	390	6479.39	0.0264435	0.0367262
293.15	14	400	6571.33	0.026138	0.0365081
293.15	1	100	13469.4	0.0833373	0.115841
293.15	1	110	14260.9	0.0874882	0.115479
293.15	1	120	15016.8	0.0828455	0.113505
293.15	1	130	15766.2	0.0832104	0.112278
293.15	1	140	16476.1	0.0845462	0.110283
293.15	1	150	17176.1	0.082956	0.110153
293.15	1	160	17871.5	0.0820583	0.108319
293.15	1	170	18502.6	0.0810979	0.108665
293.15	1	180	19135.9	0.0807774	0.108687
293.15	1	190	19760.7	0.080098	0.108721
293.15	1	200	20394.7	0.0821657	0.109545
293.15	1	210	21000.5	0.0814834	0.109991
293.15	1	220	21621.1	0.0831585	0.109972
293.15	1	230	22231.5	0.086579	0.11122
293.15	1	240	22811	0.0859105	0.108582
293.15	1	250	23430.2	0.0831465	0.108734
293.15	1	260	23987.7	0.0859277	0.110505
293.15	1	270	24650.5	0.0876627	0.110095
293.15	1	280	25260.4	0.0917214	0.109536
293.15	1	290	25912.3	0.0887098	0.107087
293.15	1	300	26504.5	0.0929258	0.109229
293.15	1	310	27207.1	0.0951745	0.109457
293.15	1	320	27888.8	0.0929838	0.108105
293.15	1	330	28464.2	0.0928181	0.109988
293.15	1	340	29252.9	0.0929682	0.108811
293.15	1	350	29926.8	0.0945087	0.108854
293.15	1	360	30530.9	0.0932209	0.110569
293.15	1	370	31306.8	0.0999817	0.110278
293.15	1	380	32010.9	0.0955692	0.110302
293.15	1	390	32702.1	0.0954061	0.108243
293.15	1	400	33439.7	0.0959718	0.104613
293.15	19	100	2876.15	0.0261169	0.0359505
293.15	19	110	3029.41	0.0268092	0.0355593
293.15	19	120	3170.91	0.0257505	0.0348408
293.15	19	130	3300.54	0.0255312	0.0350827
293.15	19	140	3436.39	0.0248771	0.0344969
293.15	19	150	3549.01	0.0248908	0.0347779
293.15	19	160	3648.2	0.0243076	0.0346864
293.15	19	170	3771.01	0.0244515	0.0338442
293.15	19	180	3860.52	0.0237415	0.0335201
293.15	19	190	3974.53	0.023385	0.0337462
293.15	19	200	4065.73	0.022751	0.0344544
293.15	19	210	4163.33	0.0235844	0.0338042
293.15	19	220	4247.98	0.0232187	0.0333616
293.15	19	230	4336.38	0.0230379	0.033496
293.15	19	240	4431.03	0.0233174	0.0338267
293.15	19	250	4503.73	0.0228906	0.0338202
293.15	19	260	4579	0.0228526	0.0337353
293.15	19	270	4665.41	0.0232995	0.0332412
293.15	19	280	4746.89	0.0228507	0.0338931
293.15	19	290	4824.28	0.0230267	0.033965
293.15	19	300	4892.04	0.0229563	0.0329337
293.15	19	310	4968.08	0.0229776	0.033716
293.15	19	320	5050.1	0.0232248	0.0335411
293.15	19	330	5119.03	0.0227261	0.034067
293.15	19	340	5194.98	0.0228527	0.03323
293.15	19	350	5274.05	0.0219169	0.0331938
293.15	19	360	5337.52	0.0226573	0.0330909
293.15	19	370	5407.05	0.0230926	0.0328643
293.15	19	380	5473.55	0.0228046	0.0322057
293.15	19	390	5536.57	0.0225741	0.0324847
293.15	19	400	5621.83	0.0227711	0.0322606
293.15	25	100	2466.22	0.0238243	0.0320226
293.15	25	110	2602.53	0.0239847	0.0314307
293.15	25	120	2734.99	0.0237983	0.0323016
293.15	25	130	2854.9	0.022632	0.0315893
293.15	25	140	2987.21	0.0231224	0.0304411
293.15	25	150	3091.46	0.0222913	0.0308466
293.15	25	160	3188.4	0.0226822	0.0307322
293.15	25	170	3290.27	0.0215041	0.0302228
293.15	25	180	3385.02	0.0214153	0.0299561
293.15	25	190	3480.98	0.0211854	0.0299625
293.15	25	200	3569.68	0.0211526	0.0300885
293.15	25	210	3667.02	0.0210433	0.0304328
293.15	25	220	3738.76	0.021747	0.0294236
293.15	25	230	3807.2	0.020556	0.0293394
293.15	25	240	3900.65	0.0207781	0.0298871
293.15	25	250	3965.89	0.0203689	0.029781
293.15	25	260	4041.34	0.0202638	0.0292466
293.15	25	270	4115.22	0.0199962	0.0293114
293.15	25	280	4184.66	0.0201006	0.0293423
293.15	25	290	4240.82	0.0208366	0.0293249
293.15	25	300	4315.33	0.0205049	0.029245
293.15	25	310	4382.43	0.0199484	0.029248
293.15	25	320	4447.57	0.0202628	0.0291996
293.15	25	330	4506.46	0.0197925	0.0289616
293.15	25	340	4572.38	0.0197426	0.0295249
293.15	25	350	4633.2	0.02047	0.029313
293.15	25	360	4696.86	0.0198055	0.0287984
293.15	25	370	4762.9	0.0204599	0.0285388
293.15	25	380	4809.09	0.0199873	0.0288896
293.15	25	390	4875.53	0.0200749	0.029243
293.15	25	400	4934.95	0.0197817	0.0290958
293.15	6	100	5018.39	0.0407023	0.0593769
293.15	6	110	5256.07	0.0396792	0.0575124
293.15	6	120	5481.42	0.0401464	0.0572817
293.15	6	130	5698.13	0.0395377	0.0581765
293.15	6	140	5916.34	0.0399305	0.0577289
293.15	6	150	6122.73	0.0405333	0.057428
293.15	6	160	6332.4	0.0393928	0.0565581
293.15	6	170	6533.53	0.0398031	0.0571848
293.15	6	180	6739.66	0.0389426	0.0563816
293.15	6	190	6928.83	0.0381425	0.0557583
293.15	6	200	7141.04	0.0403247	0.05548
293.15	6	210	7319.71	0.0387594	0.0554575
293.15	6	220	7512.77	0.0380494	0.0545278
293.15	6	230	7710.53	0.0403108	0.0556339
293.15	6	240	7879.28	0.0386738	0.0532188
293.15	6	250	8075.81	0.0387588	0.0539451
293.15	6	260	8252.11	0.0374833	0.0525232
293.15	6	270	8419.11	0.0384109	0.0528742
293.15	6	280	8609.66	0.0378885	0.0534891
293.15	6	290	8769.96	0.036308	0.0532854
293.15	6	300	8956.77	0.0369648	0.0518536
293.15	6	310	9123.18	0.0384452	0.0519059
293.15	6	320	9310.26	0.0377776	0.0521419
293.15	6	330	9451.33	0.0373347	0.0512086
293.15	6	340	9621.17	0.036701	0.0513378
293.15	6	350	9805.74	0.0373514	0.0513641
293.15	6	360	9970.4	0.0372429	0.0502596
293.15	6	370	10121.5	0.0362487	0.0505375
293.15	6	380	10280.7	0.0376118	0.0511808
293.15	6	390	10434.4	0.0361737	0.051344
293.15	6	400	10582.1	0.0372849	0.0504849
293.15	29	100	2268.11	0.0226189	0.0303672
293.15	29	110	2391.38	0.0230179	0.0299953
293.15	29	120	2517.82	0.0223435	0.029548
293.15	29	130	2638.51	0.0220175	0.0293785
293.15	29	140	2751.62	0.0216638	0.02923
293.15	29	150	2858.03	0.0207483	0.0282846
293.15	29	160	2946.48	0.0211544	0.0287975
293.15	29	170	3050.15	0.0206406	0.028376
293.15	29	180	3136.65	0.0201029	0.0281775
293.15	29	190	3232.83	0.0198758	0.0281439
293.15	29	200	3314.99	0.0196054	0.0281271
293.15	29	210	3406.7	0.0199893	0.0289255
293.15	29	220	3477.65	0.0201588	0.027926
293.15	29	230	3549.13	0.0200229	0.0282073
293.15	29	240	3630.31	0.0193985	0.0273213
293.15	29	250	3700.99	0.0189128	0.0269442
293.15	29	260	3767.33	0.0193458	0.0271079
293.15	29	270	3839.03	0.0196897	0.0276941
293.15	29	280	3899.33	0.0189984	0.0273257
293.15	29	290	3964.88	0.0195365	0.0273351
293.15	29	300	4028.44	0.0193455	0.0270644
293.15	29	310	4095.95	0.0194134	0.0272586
293.15	29	320	4151.48	0.0189593	0.027473
293.15	29	330	4210.95	0.0192463	0.0273821
293.15	29	340	4264.24	0.0191097	0.026959
293.15	29	350	4337.35	0.0189066	0.0270262
293.15	29	360	4381.28	0.0178715	0.0276735
293.15	29	370	4443.77	0.0193185	0.0269243
293.15	29	380	4497.59	0.019002	0.0271756
293.15	29	390	4548.37	0.0189342	0.0271267
293.15	29	400	4603.79	0.0187309	0.0269121
293.15	17	100	3059.33	0.0267349	0.0369708
293.15	17	110	3211.22	0.0271841	0.0366629
293.15	17	120	3357.94	0.0266349	0.0359793
293.15	17	130	3492.46	0.0257177	0.0364278
293.15	17	140	3631.51	0.026131	0.0362851
293.15	17	150	3743.7	0.0253133	0.0362639
293.15	17	160	3858.76	0.025437	0.0357534
293.15	17	170	3965.55	0.0249154	0.0356948
293.15	17	180	4078.08	0.0245892	0.0354286
293.15	17	190	4179.47	0.02463	0.0358736
293.15	17	200	4280.33	0.0243045	0.0352207
293.15	17	210	4382.54	0.0249203	0.0359122
293.15	17	220	4479.27	0.0245699	0.0343377
293.15	17	230	4563.67	0.0237685	0.0353211
293.15	17	240	4669.13	0.02404	0.0349831
293.15	17	250	4745.95	0.0242332	0.0349266
293.15	17	260	4829.75	0.0233082	0.0355507
293.15	17	270	4915.1	0.0244653	0.0351139
293.15	17	280	4998.18	0.0234642	0.0357973
293.15	17	290	5082.09	0.023809	0.035216
293.15	17	300	5144.72	0.023415	0.0352094
293.15	17	310	5254.79	0.0236184	0.0341194
293.15	17	320	5316.16	0.0247452	0.0350848
293.15	17	330	5391.92	0.0238881	0.0342156
293.15	17	340	5488.36	0.0239711	0.0340697
293.15	17	350	5548.73	0.0244057	0.0344324
293.15	17	360	5627.93	0.0233813	0.0339663
293.15	17	370	5725.39	0.0240095	0.0334451
293.15	17	380	5800.77	0.0249496	0.0343501
293.15	17	390	5862.63	0.0242515	0.0345371
293.15	17	400	5933.37	0.0238829	0.0334807
293.15	20	100	2795.39	0.0251545	0.0349783
293.15	20	110	2947.88	0.0254422	0.0347446
293.15	20	120	3084.33	0.024998	0.0341326
293.15	20	130	3218.34	0.0251837	0.0336949
293.15	20	140	3347.02	0.0243867	0.0339901
293.15	20	150	3459.6	0.0240869	0.0336102
293.15	20	160	3565.8	0.0237931	0.0334169
293.15	20	170	3673.01	0.0238632	0.0334147
293.15	20	180	3772.68	0.0235306	0.0331214
293.15	20	190	3875.02	0.0228833	0.0328562
293.15	20	200	3969.02	0.0234281	0.0329178
293.15	20	210	4069.26	0.0234371	0.0332245
293.15	20	220	4155.08	0.0234261	0.0325394
293.15	20	230	4232.87	0.0230731	0.0326087
293.15	20	240	4322.27	0.0228373	0.0326463
293.15	20	250	4398.24	0.0223546	0.0333793
293.15	20	260	4479.63	0.0227255	0.0326998
293.15	20	270	4562.08	0.0227325	0.0326964
293.15	20	280	4638.29	0.0224013	0.032415
293.15	20	290	4702.14	0.0221311	0.0320928
293.15	20	300	4782.88	0.022677	0.0323742
293.15	20	310	4858.33	0.0225382	0.0324969
293.15	20	320	4925.5	0.0225668	0.0328472
293.15	20	330	4991.87	0.0221134	0.0322612
293.15	20	340	5066.09	0.0225949	0.0321398
293.15	20	350	5143.22	0.0217215	0.0325638
293.15	20	360	5201.88	0.0217962	0.0321976
293.15	20	370	5282.03	0.0223366	0.0317244
293.15	20	380	5334.58	0.0216395	0.032274
293.15	20	390	5414.89	0.0223808	0.0319789
293.15	20	400	5477.68	0.0226901	0.0317076
293.15	3	100	7123.67	0.0562166	0.0768376
293.15	3	110	7514.57	0.0571987	0.0782475
293.15	3	120	7887.5	0.0550429	0.0780179
293.15	3	130	8255.64	0.053468	0.0736531
293.15	3	140	8621.16	0.0545509	0.0742567
293.15	3	150	8975.37	0.0539553	0.0736233
293.15	3	160	9295.39	0.0540582	0.0735511
293.15	3	170	9614.92	0.0536377	0.0725565
293.15	3	180	9962.79	0.053806	0.0724833
293.15	3	190	10275	0.0521308	0.0724291
293.15	3	200	10582.4	0.0521213	0.0699645
293.15	3	210	10898.7	0.0529622	0.069662
293.15	3	220	11226.9	0.0510916	0.0683393
293.15	3	230	11513	0.0498421	0.0695215
293.15	3	240	11805.4	0.0503632	0.0684164
293.15	3	250	12107.6	0.0499006	0.0682871
293.15	3	260	12373.2	0.0486912	0.0685948
293.15	3	270	12643.8	0.0495597	0.0677335
293.15	3	280	12919.8	0.0499719	0.067092
293.15	3	290	13196.6	0.0489871	0.0668757
293.15	3	300	13482.6	0.0493177	0.0669455
293.15	3	310	13720	0.0494581	0.0671042
293.15	3	320	14015.6	0.0484522	0.0652299
293.15	3	330	14259.1	0.0483092	0.0656953
293.15	3	340	14517.3	0.0488371	0.0651419
293.15	3	350	14784	0.0488629	0.0665875
293.15	3	360	15007.3	0.0481284	0.0653408
293.15	3	370	15274	0.0472283	0.065703
293.15	3	380	15525.5	0.047866	0.0650154
293.15	3	390	15781.2	0.048693	0.063741
293.15	3	400	15995.1	0.0481568	0.065776
